"","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta1_friend_cnt","delta1_avg_friend_male","delta1_friend_country_cnt","delta1_subscriber_friend_cnt","delta1_songsListened","delta1_lovedTracks","delta1_posts","delta1_playlists","delta1_shouts","adopter","tenure","good_country","delta1_good_country","delta2_friend_cnt","delta2_avg_friend_male","delta2_friend_country_cnt","delta2_subscriber_friend_cnt","delta2_songsListened","delta2_lovedTracks","delta2_posts","delta2_playlists","delta2_shouts","delta2_good_country","delta1_avg_friend_age_2","subfriendcount_treat","tenure_treat","age_treat"
"40926",38,1,1,NA,NA,1,0,17290,0,0,1,4,0,NA,0,0,1558,0,0,0,1,0,47,0,0,0,NA,0,0,2125,0,0,0,NA,0,NA,0,1,0
"40927",31,1,1,30,1,1,0,401,2,0,0,3,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"40931",20,0,1,20,0,1,0,3344,19,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"40932",21,0,21,22.38888889,0.7,5,0,5042,0,0,1,19,0,-0.05,0,0,0,0,0,0,1,0,63,0,0,1,0.014285714,0,0,45,5,0,0,NA,0,NA,0,0,0
"40933",17,0,11,18.36363636,0.454545455,2,0,15876,0,0,1,25,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40936",23,1,1,22,1,1,0,7513,0,0,1,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"40938",36,1,2,20,1,2,0,14274,0,0,0,3,0,0,0,0,1215,0,0,0,0,0,54,0,0,0,0,0,0,739,0,0,0,NA,0,NA,0,1,0
"40939",31,1,1,27,1,0,0,13773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40940",17,0,3,19.66666667,1,2,0,2686,51,0,0,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"40945",24,0,2,31,0.5,2,1,30,7,0,0,1,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"40950",26,0,9,29.66666667,0.666666667,4,0,10860,0,0,1,20,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,0,0,NA,0,NA,0,1,1
"40952",20,0,16,22.88888889,0.6875,4,0,9615,78,0,1,29,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40954",19,0,9,20.57142857,0.857142857,2,1,2084,24,0,0,1,3,-0.142857143,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"40956",22,1,3,32,1,2,0,341,5,0,1,2,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"40957",15,0,2,15,0,1,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"40960",21,0,12,21.875,0.5,2,0,905,0,0,1,17,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40963",40,1,1,NA,NA,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,50,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0
"40964",17,0,4,19.5,0.5,1,0,2263,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"40968",24,0,1,22,1,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"40972",24,0,29,27.91666667,0.52,3,1,1447,8,1,0,16,0,0,0,0,0,0,0,0,0,0,68,0,0,13,-0.006486486,0,1,6,0,0,0,NA,0,NA,1,0,1
"40975",23,1,15,21.69230769,0.642857143,2,0,9354,0,3,0,16,0,0,0,0,100,0,0,0,0,0,61,0,0,0,0,0,0,190,6,0,0,NA,0,NA,0,0,1
"40979",31,1,15,27.61538462,0.333333333,2,0,3237,31,0,1,3,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40982",18,1,2,19,0,1,0,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,NA,0,NA,0,0,0
"40983",19,1,3,20,0.333333333,1,0,5080,50,0,0,2,1,-0.166666667,0,0,3339,20,0,0,0,0,4,0,0,1,0.15,0,0,4422,2,0,0,NA,0,NA,0,0,0
"40986",19,1,4,19,1,1,0,1231,0,0,1,16,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40989",19,1,2,26.5,0.5,1,0,20,0,0,1,3,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"40991",15,1,1,15,0,1,0,410,8,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"40993",27,1,2,29.5,1,1,0,99,2,0,2,1,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"40995",16,1,1,16,0,1,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,-1,NA,-1,0,0,0,0,0,NA,0,NA,0,0,0
"40996",23,1,2,25,0.5,1,0,3617,0,0,2,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"40998",20,1,3,23,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41001",21,0,2,30.5,1,1,0,6224,223,0,1,4,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41003",25,0,1,23,0,1,0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41005",30,0,53,27.92857143,0.617021277,6,2,38071,395,0,1,81,0,0,0,1,227,0,0,0,0,0,69,0,0,1,0.007978723,0,1,39,0,0,0,NA,0,NA,1,0,0
"41008",22,1,1,19,1,1,0,12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41011",24,0,8,25.6,0.833333333,3,0,9124,4,0,1,11,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41012",16,0,1,16,1,1,0,6693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41013",26,1,23,26.3125,0.869565217,3,0,9734,0,0,0,20,0,0,0,0,587,0,0,0,0,0,57,0,0,0,0,0,0,391,0,0,0,NA,0,NA,0,1,1
"41014",21,1,1,21,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41015",16,0,11,16.6,0.363636364,3,0,4285,17,0,0,5,2,0.141414141,1,0,1868,1,0,0,1,0,22,0,0,1,-0.03030303,0,0,1152,0,0,0,NA,0,NA,0,0,0
"41016",26,0,1,NA,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41018",19,1,38,21.2962963,0.612903226,5,1,22072,0,0,0,31,5,-0.00248139,0,0,2486,0,0,0,1,0,28,0,0,1,0.043346774,0,0,1771,0,0,0,NA,0,NA,1,0,0
"41020",28,1,3,22.33333333,1,2,0,2808,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41021",26,1,5,25.33333333,0.666666667,4,0,2072,11,0,1,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41023",32,1,2,31,0,2,0,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41026",17,0,33,17.2,0.206896552,2,0,1723,12,0,1,5,4,0.053050398,1,0,1043,1,0,0,1,0,19,0,0,-3,0.014285714,0,0,0,0,0,0,NA,0,NA,0,0,0
"41032",17,1,14,18.18181818,0.692307692,2,0,2973,38,0,1,10,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41033",35,1,21,32.71428571,0.764705882,6,0,16121,358,0,1,4,1,-0.047794118,0,0,599,65,0,0,0,0,64,0,0,0,0,0,0,345,11,0,0,NA,0,NA,0,0,0
"41035",24,1,8,28.28571429,0.666666667,3,0,9951,0,0,0,9,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41036",20,1,2,NA,1,1,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41038",15,1,10,18.5,0.428571429,4,0,1071,0,0,0,1,4,0.178571429,0,0,353,0,0,0,0,0,11,0,0,1,0.033333333,0,0,717,0,0,1,NA,0,NA,0,0,0
"41041",27,1,30,25,0.846153846,5,0,20731,212,4,1,20,2,0.012820513,1,0,1697,11,0,0,0,0,52,0,0,0,0,0,0,648,6,0,0,NA,0,NA,0,1,1
"41043",20,1,1,19,1,1,0,3051,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41045",35,0,3,17,0.666666667,2,0,188,14,0,2,3,0,0,0,0,0,0,0,0,0,0,28,1,0,-1,-0.166666667,-1,0,25,15,0,0,NA,0,NA,0,0,0
"41046",15,0,37,17.46875,0.714285714,3,0,8962,44,0,0,1,1,-0.043290043,0,0,606,2,0,0,1,0,12,0,0,-1,-0.006707317,0,0,198,3,0,0,NA,0,NA,0,0,0
"41047",28,1,7,30.75,0.833333333,3,0,19306,11,0,1,2,0,0,0,0,1315,0,0,0,0,0,84,1,0,0,0,0,0,1631,0,0,0,NA,0,NA,0,0,1
"41049",26,1,2,25.5,1,1,0,105,6,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41050",18,0,9,19.14285714,1,1,0,9696,12,0,0,5,0,0,-1,0,2604,0,0,0,0,0,29,0,0,0,0,0,0,860,0,0,0,NA,0,NA,0,0,0
"41054",20,0,3,18,1,1,0,6495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,1,0,0,-0.5,0,0,0,0,0,0,NA,0,NA,0,0,0
"41057",18,0,12,19.875,0.3,6,0,231,10,0,0,9,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41058",22,0,1,29,1,1,0,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41064",20,1,16,22.16666667,0.571428571,3,0,1310,9,0,1,1,0,0,0,0,0,0,0,0,0,0,48,0,0,-2,-0.032967033,0,0,0,0,0,0,NA,0,NA,0,1,0
"41065",20,1,23,19,0.5,4,1,17786,102,0,0,5,3,-0.026315789,1,0,2416,3,0,0,0,0,35,0,0,-1,-0.02173913,0,1,2792,0,0,0,NA,0,NA,1,0,0
"41066",25,0,13,24.63636364,0.833333333,3,0,2718,9,0,0,15,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41074",18,1,5,18,0.4,1,0,26979,79,0,0,2,0,0,0,0,1105,4,0,0,0,0,15,1,0,0,0,0,0,1038,0,0,0,NA,0,NA,0,0,0
"41075",21,0,3,24,0.666666667,2,0,231,68,0,1,7,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41077",19,1,23,18.90909091,0.5,5,1,20000,11,0,0,15,15,0.071428571,4,1,15506,3,0,0,13,0,6,0,0,1,-0.023809524,0,0,3934,1,0,0,NA,0,NA,1,0,0
"41082",28,1,22,27.91666667,0.384615385,6,1,6967,86,2,1,13,0,0,0,0,233,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1
"41087",27,1,3,24.5,0.333333333,1,0,2509,21,0,0,3,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41092",15,1,1,18,1,1,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41093",23,1,13,22.88888889,0.3,4,0,96454,74,0,1,2,0,0,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41094",31,0,3,26.5,0.333333333,2,0,834,0,0,1,2,0,0,0,0,470,0,0,0,0,0,45,0,0,0,0,0,0,21,0,0,0,NA,0,NA,0,1,0
"41097",17,1,15,18.07692308,0.416666667,3,0,31150,115,0,0,17,0,0,0,0,4357,0,0,0,0,0,29,0,0,-1,0.037878788,0,0,10711,0,0,0,NA,0,NA,0,0,0
"41099",20,1,11,20.33333333,0.714285714,3,0,15070,253,0,0,7,1,-0.119047619,0,0,325,3,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,NA,0,NA,0,0,0
"41100",43,1,0,NA,NA,0,0,10482,3,0,1,2,0,NA,0,0,261,0,0,0,0,0,18,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"41102",19,1,9,23.14285714,1,1,0,450,5,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41107",20,1,5,21.33333333,1,4,0,25437,79,0,1,0,2,0,2,0,286,7,0,0,0,0,41,0,0,3,0,1,0,1105,29,0,-1,NA,0,NA,0,1,0
"41111",44,0,3,35.5,1,2,0,148,52,0,1,15,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41112",23,1,3,26,1,2,0,12713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41113",22,1,21,22.4,0.866666667,1,0,101413,23,0,1,15,0,0,0,0,347,0,0,0,0,0,55,1,0,0,0,0,0,1074,0,0,0,NA,0,NA,0,1,1
"41118",26,1,22,22,0.571428571,8,0,8,2,0,1,16,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,1,1
"41120",19,1,18,19.73333333,0.823529412,1,0,764,11,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41122",19,1,4,20,1,1,0,5445,24,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41125",34,1,16,32.72727273,0.916666667,3,0,19622,81,41,1,79,0,0,0,0,448,0,0,0,0,0,80,0,0,0,0,0,0,239,0,0,0,NA,0,NA,0,0,0
"41126",23,0,13,24.81818182,0.727272727,6,0,0,22,0,1,29,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0.022727273,0,1,0,0,0,0,NA,0,NA,0,0,1
"41127",34,0,3,30,0.5,1,0,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41129",18,0,2,21,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41133",29,0,18,29.52941177,0.6875,3,1,17526,0,0,0,8,0,0,0,0,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"41137",16,1,3,NA,1,1,0,1486,24,2,1,1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41140",41,1,1,19,1,1,0,69640,5,0,1,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41141",22,1,3,18.33333333,0.333333333,1,0,1821,381,0,0,6,0,0,0,0,333,102,0,0,1,0,7,0,0,0,0,0,0,48,0,0,0,NA,0,NA,0,0,1
"41143",24,1,1,23,0,1,0,708,0,0,1,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41146",51,1,1,NA,0,1,0,264,1,0,0,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41147",22,1,15,21.45454546,0.583333333,6,0,86115,54,0,1,12,1,0.037878788,1,0,684,0,0,0,0,0,57,0,0,1,0,0,1,4209,0,0,0,NA,0,NA,0,1,1
"41150",25,1,8,26.25,0.625,3,0,403,0,0,1,3,0,0,0,0,5,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41151",28,1,1,24,0,1,0,760,22,0,1,3,0,0,0,0,123,0,0,0,0,0,7,0,0,0,0,0,0,151,0,0,0,NA,0,NA,0,0,1
"41153",27,1,1,27,0,1,0,3093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41155",25,1,5,23,0.5,3,0,6628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,8,0,0,0,NA,0,NA,0,0,1
"41168",30,1,44,29.65625,0.393939394,12,3,89666,493,14,2,217,1,0,0,2,5115,2,0,0,0,0,71,0,0,0,0,0,0,3040,1,0,0,NA,0,NA,1,0,0
"41169",46,1,1,23,0,1,0,2496,10,0,1,3,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41172",22,1,25,21.73684211,0.857142857,8,0,48663,36,0,1,20,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41182",23,1,17,23.86666667,0.4375,1,1,29815,34,0,1,15,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1
"41187",18,1,21,19.2,0.65,1,1,5352,144,1,0,7,0,0,0,1,394,15,0,0,0,0,20,0,0,1,0.015810277,0,0,768,8,0,0,NA,0,NA,1,0,0
"41190",24,1,1,NA,NA,0,0,11158,20,0,1,0,1,NA,0,0,237,0,0,0,0,0,43,1,0,0,NA,0,0,5,0,0,0,NA,0,NA,0,1,1
"41191",25,1,4,21,1,1,0,117,38,0,0,2,2,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41194",40,1,1,NA,NA,1,1,401,10,0,1,1,0,NA,0,0,0,0,0,0,0,0,44,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,1,1,0
"41195",21,0,5,22,1,2,0,455,0,0,1,4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41200",39,1,2,NA,1,1,0,1203,7,0,0,1,1,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41205",16,0,1,15,0,1,0,147,0,0,1,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41207",19,1,1,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41210",22,1,1,19,0,1,0,431,46,0,0,2,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41213",16,1,2,22,1,1,0,315,1,0,0,8,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41215",19,1,41,20.27272727,0.162162162,12,0,47901,257,0,3,16,0,-0.022048364,0,0,919,0,0,0,0,0,56,0,0,4,-0.008316008,0,0,351,1,0,0,NA,0,NA,0,1,0
"41216",18,1,3,18,0.5,1,0,1747,48,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,402,3,0,0,NA,0,NA,0,0,0
"41222",24,1,4,25.33333333,1,2,0,13378,9,0,2,1,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41223",22,0,2,22.5,0,1,0,52964,0,1,0,3,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41224",29,1,2,29,1,1,0,6305,8,0,2,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41230",25,1,0,NA,NA,0,0,154,4,0,0,1,0,NA,0,0,0,0,0,0,0,0,19,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,1
"41231",24,1,10,20.16666667,1,3,0,4068,2,0,0,3,0,0,0,0,182,0,0,0,0,0,52,0,0,0,0,0,0,341,0,0,0,NA,0,NA,0,1,1
"41235",34,1,1,NA,1,1,0,823,0,2,1,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41244",21,1,1,NA,NA,0,0,396,5,0,0,2,0,NA,0,0,0,0,0,0,0,0,38,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"41246",24,1,1,16,0,1,0,89,4,0,0,1,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41249",20,1,5,23.5,0.25,1,0,338,4,0,0,3,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41253",20,1,6,21.2,0,3,0,44496,5,0,1,3,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41254",21,1,2,22.5,0.5,1,0,544,2,0,1,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41257",30,1,3,9,NA,1,0,34438,2,0,1,2,0,NA,0,0,0,0,0,0,0,0,34,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"41263",21,0,2,22,0.5,1,0,12799,46,2,0,1,0,0,0,0,1034,16,0,0,0,0,9,1,0,0,0,0,0,1459,9,0,0,NA,0,NA,0,0,0
"41266",30,1,1,23,1,1,0,2461,6,0,1,0,0,0,0,0,201,1,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41267",20,1,4,34,0.666666667,1,0,1336,22,0,1,1,2,-0.333333333,0,0,405,4,0,0,0,0,8,1,0,2,-0.028571429,1,0,2517,37,0,0,NA,0,NA,0,0,0
"41272",24,1,7,22.5,0.4,4,0,296,226,0,0,2,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41274",21,0,1,21,1,1,0,464,29,0,1,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41275",28,1,13,30.08333333,0.461538462,2,1,994,3,1,0,2,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"41278",20,1,14,21.81818182,0.5,5,0,18156,1,0,1,9,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41283",22,0,13,23,0.538461539,1,0,2108,4,0,0,8,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,298,0,0,0,NA,0,NA,0,1,1
"41285",37,0,1,21,1,1,1,314,12,0,0,0,0,0,0,1,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"41286",39,1,26,21.18181818,0.84,2,0,68475,0,0,0,61,3,-0.029565217,0,0,9313,0,0,0,8,0,15,0,0,3,0.019893899,0,0,10464,0,0,0,NA,0,NA,0,0,0
"41288",23,1,6,22,0.8,2,0,1362,49,0,3,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,-1,0,189,0,0,0,NA,0,NA,0,0,1
"41290",22,0,29,21.08333333,0.652173913,18,0,13858,1626,0,1,11,0,-0.043478261,1,0,1539,303,0,0,0,0,31,1,0,0,0.023703704,0,0,180,36,0,0,NA,0,NA,0,0,1
"41296",26,1,9,21.625,0.222222222,1,0,6140,3,0,0,24,0,0,0,0,0,0,0,0,0,0,54,0,0,-1,0.027777778,0,0,0,0,0,0,NA,0,NA,0,1,1
"41299",24,1,11,25.28571429,0.4,1,0,7886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41302",23,1,7,20.83333333,0.833333333,1,0,13263,12,0,1,39,0,0,0,0,1221,0,0,0,0,0,28,0,0,0,0,0,0,304,0,0,0,NA,0,NA,0,0,1
"41318",25,1,3,26,1,1,0,17098,174,0,1,2,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41321",24,1,1,19,0,1,0,7692,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41324",25,1,2,24,1,2,0,11857,55,0,0,0,0,0,0,0,111,52,0,0,0,0,85,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41330",26,1,16,26.8,0.642857143,1,1,1614,6,0,0,5,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"41331",23,1,1,20,0,1,0,2461,0,0,1,131,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41332",29,1,1,26,1,1,0,4633,7,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41333",24,1,6,23.6,1,3,0,1492,0,0,0,2,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41335",24,1,1,26,1,1,0,23151,0,1,0,1,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41338",20,1,1,21,1,1,0,7546,0,0,1,2,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41339",19,0,2,20,1,2,0,7,5,0,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41344",18,1,5,19.5,1,1,0,22138,0,0,1,7,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
